mu,lambda,sigma,alpha_levy,beta_levy,nse_best
0.948231079134866,3.321072203022969,0.0065044854346694055,1.600888666733376,-0.6886871116136667,0.4448743175737072
0.946816865567569,3.3381090935187103,0.0005704135382359588,1.1741610057870049,-0.8310179431246735,0.44467176453730317
0.947835234444167,3.2302270406010956,0.0020090364806626625,1.313048359492157,-0.4459832251001301,0.4475205890810311
0.9482053060521144,3.1818458034770227,0.001078386739542747,1.7996083260910716,-0.03853193194183813,0.44768094895779464
0.949636474095646,3.262942688634271,0.0050679403070393765,1.633465512325703,-0.47132939615710534,0.4506402108600862
0.9445404399139803,3.31800048728734,0.0012661820964150917,1.220326460588277,-0.6386598959747207,0.44119916462566644
0.9454586417278817,3.274367001612466,0.0023583622053113262,1.4301508227234836,-0.6249124496382291,0.4439529056040765
0.9481981166389567,3.322431542245277,0.004068988004174478,1.561692797304798,-0.26437188612039564,0.4480519458927946
0.9484332214854829,3.253271766598734,0.0026914327989603914,1.6480611355819477,-0.6916236236945561,0.4490676952704079
0.947688635851194,3.3422740095304015,0.011654335863598531,1.853136447899252,-0.11358520731380617,0.4472026038201524
0.9498727277659884,3.3157090483781864,0.004877844969246459,1.7646254531253784,-0.7421495910468525,0.4509735923438708
0.9490439961094908,3.22654549033079,0.0007808431237619429,1.463527717137937,-0.9023376196854778,0.44939364155167816
0.9454565136443319,3.1498843916366006,0.004808126932333257,1.4050482990751145,-0.5609601481149239,0.4432665910455087
0.948391634965247,3.380601103237116,0.02016164262325462,1.336448542667382,-0.9277955078678827,0.4510806656900296
0.9488753504938647,3.200669117252036,0.00040889436169959663,1.6835389520486794,-0.3170037355764933,0.44894486433822645
0.9499210524915543,3.2767797471380256,0.012627678067555548,1.7770193447708902,-0.921301601033872,0.44990969077069876
0.9498184862710772,3.1915452394423243,0.014212853951688233,1.6970859874489848,-0.8944121377553746,0.4483979478669069
0.9497522380427238,3.152510154671079,0.012978873018004012,1.3532594723042208,-0.05631064163471888,0.4435779268237867
0.9495514344056155,3.2471225979000558,0.01881153396519233,1.6164190377909873,-0.6372350619415784,0.4530766891292315
0.9479962046711796,3.3052510532042216,9.742601724948008e-05,1.1881952726960887,-0.36538371787061585,0.44851738425739185
0.9497251008202152,3.3055848118701467,0.0002889132976678699,1.2190142314218113,-0.8924753267637211,0.4467867247866968
0.9484299529693636,3.201720680203754,0.0011140916534604695,1.1463321311588055,-0.8545153885148353,0.4477304462970281
0.9499269258817988,3.138056588952865,0.0052296824082918025,1.3155638039850053,-0.2556745243958032,0.4524512346907579
0.9494882386496017,3.292243521524864,0.008517413233119109,1.3828396616754461,-0.24422974336980396,0.44571717771251984
0.9480737188842391,3.164541250925418,0.007637454958681067,1.4625736076242395,-0.065537302647379,0.44690478392440525
0.9482879203579477,3.2660716862263017,0.006173307693131425,1.3251718124030587,-0.11520023663102774,0.4455697614088622
0.9492143764148229,3.270511700226707,0.015373392335506298,1.3264300530879038,-0.6949235390737944,0.4470010728599505
0.9462401020764937,3.309590912639491,0.009934057629070403,1.7868529077374977,-0.13578718378845955,0.4404439100242197
0.9456350188841228,3.279904995897347,0.0016891716906597633,1.346772769656893,-0.17982689697407095,0.44536060963517576
0.9490094964860825,3.399873802640479,0.005944083696724745,1.7009507999058673,-0.23821804109535172,0.448586038899492
