mu,lambda,sigma,nse_best
0.9490976629909746,2.2352653563659097,0.027421552001650397,0.2767528134562538
0.9493743469593515,2.2134851447109276,0.0016808861590101865,0.27637867792900495
0.9497112306366631,2.4234479117810657,0.09226014996152015,0.30576782608931885
0.9498598988282987,2.1753817039329997,0.004290788651318711,0.27788037213074934
0.9497456923875947,2.3627087790560988,0.006314233454011997,0.26536599175588216
0.9497752707610502,2.2533005831339037,0.002794130205628398,0.2752897719748839
0.9492179469743725,2.6675163301752938,0.026246469687163678,0.3205346605615056
0.9484303493956912,2.3081089431537007,0.005711820631700371,0.2662881647548906
0.9496275098859979,2.0611908431144452,0.005516533461081419,0.27101126704329415
0.9497094513833868,2.2284340315534426,0.05776801036268604,0.2815927637782144
0.9499685515625738,2.2914911604997985,0.010879479312314089,0.2885321375138955
0.9492600447248083,2.2420369412918695,0.01677106383015824,0.27791526672949185
0.9459501368579981,2.0238253182971393,0.00045796748704324264,0.26779111620211427
0.9477829992671638,2.001005349476576,0.01405330234202462,0.27905201031776805
0.9493632700393783,2.14986704263258,0.012270502825149965,0.26847678403004094
0.949985148702426,2.221276093052289,0.014713391329510873,0.27667860173707637
0.9497405101279492,2.201878680996388,0.011438800450650911,0.270509511836019
0.9494310115549611,2.2560904192461093,0.0037869002682701216,0.27547055425788414
0.9495397476382937,2.189849145274662,0.0033768148838331682,0.2744609149089623
0.948926360033973,2.2832542221937597,0.004305149582080214,0.27124151407084973
0.9444063625049596,2.1728883254577656,0.0014368810349666861,0.2649431475034406
0.9447714206268123,2.0760631087191825,0.0013328667026782594,0.2636556196017412
0.9495209145163926,2.171454679567474,0.026391713809996033,0.28127970760230847
0.949778283039191,2.193124084520557,0.01233910514356057,0.27528841662216386
0.9485402428231713,2.2108391137631296,0.007788653923827205,0.28046677212185867
0.9495068628728903,2.2072109240307802,0.009199716274880188,0.28030963860550695
0.9495099550413899,2.145282034601094,0.009085419986430665,0.26978603191051675
0.9471002137181834,2.1839579883863753,0.0017246607009625992,0.27257430414267503
0.9466703619120895,2.2479041119605685,0.0007206737856120471,0.26880062737063726
0.9488226329707985,2.2945186437524243,0.0011498438673033019,0.27290812496757977
0.9438807439712906,2.183178273155263,0.00197515691323783,0.2673452822063105
0.9493780390659818,2.208420868868304,0.017642076171219045,0.2780632070985908
0.9484970637229864,2.8154692698150363,0.008375210187189886,0.32450607710499013
0.9477047147735324,2.070975558297944,0.00482720209707328,0.27372226118367526
0.9453926694247221,2.095126167765495,0.0004336606820724454,0.2702237858095837
0.9497865540138057,2.284763799607233,0.007175718713158075,0.27645270645643705
0.9441043577578887,2.032112414450089,0.006545061093169469,0.2657048943529077
0.9464401576944141,2.070660590346568,0.0038607836724007805,0.2671115774629137
0.9493030003100995,2.1580386797949305,0.014205723734517273,0.28298835290175606
0.9470808799741228,2.100898293366901,0.001570311056585827,0.2517609305915368
0.9497990689129776,2.195097950766791,0.007884978779167995,0.2733319909428906
0.9489490754894653,2.238177571778039,0.0025399296416434795,0.27509109870465687
0.9447093819587495,2.1872157828279026,0.0039275807878384255,0.25538464738989075
0.948155862808156,2.1190337935858006,0.029701975964302043,0.2733654546999491
0.9487524648535487,2.5374926347618727,0.052309967726730966,0.30657729352204643
0.9483308645482214,2.10688831530288,0.006377839775312722,0.26555396485116134
0.9497141609103857,2.098861013987117,0.00948313076609394,0.27497677700028245
0.9485500518267107,2.182471674390801,0.005457718162677394,0.27295120526173433
0.9496793406971571,2.3588168724790135,0.0056968646352066115,0.27587688785218945
0.9437990532034517,2.0100375498934393,0.0014743803848686233,0.255936157392304
0.9464070087564381,2.106500828839002,0.003690564203015756,0.26715374284058935
0.947689867560757,2.1858437534951105,0.0338183466987646,0.28871006929722054
0.943787594267671,2.153646604889838,0.0036151933854356444,0.2653108916614907
0.9497550337330097,2.2402230585253147,0.007530101887166152,0.27711540403492885
0.9452242148863025,2.21183559722292,0.0008726776428445882,0.2696773839793495
0.9491941486033522,2.2174299370663175,0.003675724998160446,0.27729607950335755
0.9493404857450114,2.1220388496941296,0.0008431546241430721,0.2746470510847535
0.9482158486317143,2.2102710964366157,0.004153410806164637,0.26988588142777914
0.9435249721937362,2.039400578993384,0.002589615756734609,0.26240278314278587
0.946092317494382,2.153022877555785,0.0027869674714804506,0.2713067025076642
0.9479238830238719,2.4437165926535527,0.026446486089924528,0.32942855569187246
0.9492738310894583,2.1799796189960716,0.026884921331124568,0.28142036574726004
0.9474291804360636,2.2054375048499613,0.0017108107777141892,0.27164630496983866
0.9466097082456304,2.1411974296011995,0.00746738820913756,0.27201240292882023
0.9479420732662848,2.3470141859521005,0.0028088078008175255,0.2678136004545639
0.9499637185366476,2.2855766138772378,0.008568453023169498,0.26975663694840635
0.946186592892736,2.2452433498066373,0.00017868964656974075,0.27074108618166703
0.9491392753863599,2.0747918908421914,0.0032819162862438357,0.27359423195537746
0.9480963341973225,2.6787518330506694,0.024995047178195243,0.30971365023116615
0.9469583051943213,2.088633843418406,0.005149180431365474,0.2673571467839553
0.9494703203764033,2.260092934905782,0.009096064070155086,0.27954234424790025
0.9488284817076564,2.149833129593605,0.0033698226102235832,0.2746912281095385
0.9470858084543008,2.104624291026893,0.0017700239223561677,0.27205323021159156
0.9481659741937959,2.1567257711388885,0.0021409000411664048,0.27201360658488594
0.9468971128253237,2.1032717700199175,0.012470910197996022,0.2665154326614114
0.9480948721927105,2.2116008148663577,0.007978747709766342,0.2656368935582355
0.9487258675943069,2.0988527026228643,0.011584743518162655,0.2700214977755425
0.9490222866096617,2.1126490910841067,0.0020899067269176674,0.2749229907506556
0.9489887249895425,2.2379376633272474,0.013634813306776206,0.275845049921172
0.9456494554010553,2.148094030193137,0.008688202275071721,0.2693320314733063
0.9483304819079218,2.2153465273421418,0.005924172045713405,0.27655257825091684
0.9455837568650931,2.135007872197819,0.0022165786667186715,0.2686224809450154
0.9499960706696744,2.3302735627098867,0.01704565906672556,0.2924126618778412
0.9495095491758174,2.1260010110027436,0.0031770452099558755,0.2702356945217682
0.9489027565209003,2.075120520252804,0.010063951487282785,0.2743233207583917
0.9480320518171231,2.1569168979269717,0.0033337359942766432,0.27053661317395405
0.9499551494257276,2.170727227370948,0.009941915083886789,0.2788664943474186
0.949443867572997,2.2561140020311745,0.014117587140578026,0.2706380997175769
0.9464407688379296,2.0650531840101545,0.0031858209139347783,0.26987934864735463
0.9487923017132602,2.110673584635931,0.014602131302702293,0.2745700058328183
0.9492254328952956,2.534617425019369,0.07034109952582532,0.30236755089173173
0.9482609980275924,2.171624520056535,0.003864091905281486,0.2738726225427338
0.9419959369964498,2.0032212419225024,0.0011704970846042162,0.2570730360961144
0.9457313675102136,2.2020767635023315,0.002862970209132787,0.27120526672809875
0.948339761717444,2.159693404010659,0.0037372459343564704,0.2746876559240775
0.9497003542771105,2.18637840433091,0.0019606652098435153,0.2771375346902333
0.9497532846650831,2.343212748132321,0.009383182793343837,0.2823499304366097
0.9434948402127399,2.139004333320707,2.6270575272713262e-06,0.2682252778410491
0.9490740242267912,2.1098454659488164,0.00992198452888442,0.2710955261343089
0.9494663511605271,2.3295332242567754,0.00022664431736987292,0.2731149591932297
0.9484933520381065,2.069771841779669,0.00224642066030174,0.2709456053846867
0.9470031323984722,2.1896319188383844,0.003700391158245786,0.26680289755758924
0.9473644906035086,2.1004365325909706,0.008475707760620167,0.26884300996091337
0.9417435738150775,2.1771316907771614,7.911960515383232e-05,0.2639694471104256
0.9479875578125956,2.1933517291863778,0.005303970339928477,0.27372653977437544
0.9480530530355258,2.2800203508263737,0.0018655061483926483,0.2718355033525709
0.9495253330842062,2.1538603868517474,0.0015547647328433278,0.2758557642861025
0.9483541467938388,2.170320289399704,0.006736212234961803,0.26809490697258787
0.9494767578761226,2.3064353056049884,0.033289671011703395,0.28321763219325713
0.9496222466665213,2.267244246169321,0.033206826198642785,0.2929660526738661
0.9467719325371229,2.187275087380672,0.0021399869226378376,0.27314830940119095
